path,bytes,MB,ext,top,prefix2,is_archive
standard-model-of-code/.archive/docs_archive/theory_ARCHIVED_20251227.md,127382,0.127382,.md,standard-model-of-code,standard-model-of-code/.archive,True
standard-model-of-code/src/patterns/t2_mined/ATOMS_T2_JAVA.yaml,126619,0.126619,.yaml,standard-model-of-code,standard-model-of-code/src,False
archive/spectrometer_benchmarks_legacy/express/History.md,123512,0.123512,.md,archive,archive/spectrometer_benchmarks_legacy,True
archive/docs_registry_2026-01-19/nodes.json,115453,0.115453,.json,archive,archive/docs_registry_2026-01-19,True
standard-model-of-code/src/patterns/t2_mined/ATOMS_T2_FRONTEND.yaml,112865,0.112865,.yaml,standard-model-of-code,standard-model-of-code/src,False
standard-model-of-code/.archive/docs_archive/legacy_theory/STANDARD_CODE.md,110036,0.110036,.md,standard-model-of-code,standard-model-of-code/.archive,True
standard-model-of-code/research/extracted_nodes/typescript_nodes.json,108583,0.108583,.json,standard-model-of-code,standard-model-of-code/research,False
archive/data/spectrometer_comprehensive_stats_20251204_025406.json,108349,0.108349,.json,archive,archive/data,True
standard-model-of-code/docs/research/perplexity/raw/20260122_183826_architectural_patterns_for_a_cross_platform__multi.json,106628,0.106628,.json,standard-model-of-code,standard-model-of-code/docs,False
context-management/intelligence/boundaries.json,106028,0.106028,.json,context-management,context-management/intelligence,False
standard-model-of-code/research/extracted_nodes/rust_nodes.json,99023,0.099023,.json,standard-model-of-code,standard-model-of-code/research,False
archive/grok_chats/000 - CONTEXT-PACH.md,98874,0.098874,.md,archive,archive/grok_chats,True
standard-model-of-code/docs/research/perplexity/raw/20260123_133036_create_an_implementation_guide_for_integrating_top.json,98542,0.098542,.json,standard-model-of-code,standard-model-of-code/docs,False
archive/spectrometer_benchmarks_legacy/axios/CHANGELOG.md,95599,0.095599,.md,archive,archive/spectrometer_benchmarks_legacy,True
.agent/intelligence/COLLISION_CLUSTERS.json,95358,0.095358,.json,.agent,.agent/intelligence,False
standard-model-of-code/docs/research/perplexity/raw/20260126_171228_i_am_conducting_rigorous_ontological_research_on_t.json,93022,0.093022,.json,standard-model-of-code,standard-model-of-code/docs,False
context-management/llm-threads/Debug Graph File Modes.md,90906,0.090906,.md,context-management,context-management/llm-threads,False
standard-model-of-code/docs/research/perplexity/raw/20260123_212405_i_m_building_a_semantic_code_indexer_based_on_the.json,89839,0.089839,.json,standard-model-of-code,standard-model-of-code/docs,False
standard-model-of-code/.archive/docs_archive/MASTER_THEORY_ARCHIVED_20251227.md,88936,0.088936,.md,standard-model-of-code,standard-model-of-code/.archive,True
standard-model-of-code/docs/research/perplexity/raw/20260123_130339_topology_as_the_navigation_interface_for_code_anal.json,87691,0.087691,.json,standard-model-of-code,standard-model-of-code/docs,False
standard-model-of-code/docs/GLOSSARY.yaml,87489,0.087489,.yaml,standard-model-of-code,standard-model-of-code/docs,False
archive/spectrometer_audit_results/spectrometer_system_audit/output_run_dddy2/results.json,86478,0.086478,.json,archive,archive/spectrometer_audit_results,True
standard-model-of-code/docs/research/perplexity/raw/20260126_015932_best_practices_for_taxonomy_governance_in_ai_augme.json,85067,0.085067,.json,standard-model-of-code,standard-model-of-code/docs,False
standard-model-of-code/docs/research/perplexity/raw/20260122_215058_as_a_senior_software_engineer_designing_a_developm.json,83539,0.083539,.json,standard-model-of-code,standard-model-of-code/docs,False
standard-model-of-code/docs/research/perplexity/raw/20260123_014934_create_a_comprehensive_guide_on_emoji_and_exotic_u.json,83057,0.083057,.json,standard-model-of-code,standard-model-of-code/docs,False
archive/grok_chats/006-grok-profilepro-1.md,82717,0.082717,.md,archive,archive/grok_chats,True
standard-model-of-code/docs/research/perplexity/docs/20260122_183826_architectural_patterns_for_a_cross_platform__multi.md,82691,0.082691,.md,standard-model-of-code,standard-model-of-code/docs,False
standard-model-of-code/docs/research/perplexity/raw/20260123_014631_create_a_comprehensive_guide_for_ai_assistants_on.json,82475,0.082475,.json,standard-model-of-code,standard-model-of-code/docs,False
standard-model-of-code/docs/research/perplexity/raw/20260126_181437_research_the_academic_foundations_for_applying_con.json,82321,0.082321,.json,standard-model-of-code,standard-model-of-code/docs,False
standard-model-of-code/docs/research/perplexity/raw/20260124_031338_what_specific_historical__social__and_technologica.json,81666,0.081666,.json,standard-model-of-code,standard-model-of-code/docs,False
standard-model-of-code/research/extracted_nodes/java_nodes.json,81249,0.081249,.json,standard-model-of-code,standard-model-of-code/research,False
standard-model-of-code/docs/research/perplexity/raw/20260125_015725_i_m_designing_an_ai_powered_code_analysis_system_w.json,80729,0.080729,.json,standard-model-of-code,standard-model-of-code/docs,False
standard-model-of-code/docs/research/perplexity/raw/20260123_110446_i_am_building_an_adaptive_context_intelligence_sys.json,79793,0.079793,.json,standard-model-of-code,standard-model-of-code/docs,False
standard-model-of-code/docs/research/perplexity/raw/20260123_113658_i_am_a_senior_software_engineer_designing_a_task_r.json,79756,0.079756,.json,standard-model-of-code,standard-model-of-code/docs,False
standard-model-of-code/docs/research/perplexity/raw/20260122_225007_deep_research_on_llm_long_context_performance_trad.json,79246,0.079246,.json,standard-model-of-code,standard-model-of-code/docs,False
archive/grok_chats/003-grok-lbldomain-2.md,78585,0.078585,.md,archive,archive/grok_chats,True
standard-model-of-code/docs/research/perplexity/raw/20260126_160320_what_are_the_fundamental_components_and_dynamics_o.json,78407,0.078407,.json,standard-model-of-code,standard-model-of-code/docs,False
standard-model-of-code/docs/research/perplexity/raw/20260125_051349_oklch_design_token_system_architecture_2025_2026.json,76692,0.076692,.json,standard-model-of-code,standard-model-of-code/docs,False
standard-model-of-code/docs/research/perplexity/raw/20260125_150829_deep_research_request_on_ai_agent_onboarding_and_c.json,75878,0.075878,.json,standard-model-of-code,standard-model-of-code/docs,False
archive/grok_chats/007-grok-profilepro-2.md,75739,0.075739,.md,archive,archive/grok_chats,True
standard-model-of-code/docs/research/perplexity/docs/20260122_MCP_FACTORY_DESIGN_FULL.md,75529,0.075529,.md,standard-model-of-code,standard-model-of-code/docs,False
standard-model-of-code/tools/batch_grade/pending_repos.json,75096,0.075096,.json,standard-model-of-code,standard-model-of-code/tools,False
standard-model-of-code/docs/research/perplexity/raw/20260125_014934_i_m_building_a_3d_force_directed_graph_visualizati.json,74610,0.07461,.json,standard-model-of-code,standard-model-of-code/docs,False
